index	#1 Label	#2 ImageID	#3 String	#3 String
1609	1	29728.jpg	Life is what happens while you are busy planning other things $T$	John Lennon
1610	0	1482680.jpg	$T$ and Luna working shit out	Bailey
1611	0	1482680.jpg	Bailey and $T$ working shit out	Luna
1612	1	70157.jpg	RT @ NandosUK : Hey $T$ , the second date ' s on us . ( P . S . Maybe ditch the trackies ? ) # AdNandos	Adnan
1613	2	112960.jpg	Announcing @ VMware vCloud $T$ , powered by EMC ViPR . Beta coming soon ! # VMworld	Air Object Storage
1614	2	112960.jpg	Announcing @ VMware vCloud Air Object Storage , powered by $T$ ViPR . Beta coming soon ! # VMworld	EMC
1615	1	25443.jpg	RT @ Piter Kustura : @ lisskin17 : Free $T$ # FreeSavchenko	Nadya Savchenko
1616	2	35028.jpg	RT @ ChadPollitt : 24 minutes and the line for my $T$ session is epic already ! # INBOUND15	Content Promotion
1617	2	73944.jpg	@ Cosmopolitan : $T$ is engaged despite rocky relationship past : gonna go die kbye	Emma Roberts
1618	1	426119.jpg	RT @ ReaganKingIsles : Thanks to @ FrozenFaceoff for pointing these out . $T$ and Sparky in # NHL16 # Isles	Barclays
1619	1	426119.jpg	RT @ ReaganKingIsles : Thanks to @ FrozenFaceoff for pointing these out . Barclays and $T$ in # NHL16 # Isles	Sparky
1620	1	426119.jpg	RT @ ReaganKingIsles : Thanks to @ FrozenFaceoff for pointing these out . Barclays and Sparky in $T$ # Isles	# NHL16
1621	1	426119.jpg	RT @ ReaganKingIsles : Thanks to @ FrozenFaceoff for pointing these out . Barclays and Sparky in # NHL16 $T$	# Isles
1622	2	21710.jpg	RT @ logan bik : $T$ and his son look like the type of people who go purging .	Donald Trump
1623	1	90584.jpg	RT @ naturalsociety : Watch out ! Here are the top 5 most prevalent $T$ crops	GMO
1624	1	15357.jpg	RT @ pitchfork : Watch @ nilerodgers busking in $T$	London
1625	0	1114960.jpg	RT @ EderPonceBerry : $T$ no existen .	Los Reyes Magos
1626	1	71926.jpg	RT @ BuzzFeed : 24 ways $T$ is alive and well	Satan
1627	1	1009834.jpg	RT @ Sup3rJunior : 150616 Official , $T$ at Baseball Game Part 2 5P	Kangin
1628	2	1043018.jpg	Meet greenhouse farmer $T$ # Kenya - an empowered women with her own # business # IWD2015	Alice Maina
1629	1	1043018.jpg	Meet greenhouse farmer Alice Maina $T$ - an empowered women with her own # business # IWD2015	# Kenya
1630	1	49936.jpg	RT @ Independent : This is why $T$ is spending 50b on a railway in Brazil	China
1631	1	49936.jpg	RT @ Independent : This is why China is spending 50b on a railway in $T$	Brazil
1632	2	72634.jpg	Happy $T$ , Chicago . # legoman	Halloween
1633	2	72634.jpg	Happy Halloween , $T$ . # legoman	Chicago
1634	2	973387.jpg	RT @ MCFCFansCorner : Nice to see $T$ already blending in !	Dzeko
1635	1	70016.jpg	RT @ RRON : He edited $T$ ' s leaked photos	Jennifer Lawrence
1636	2	1287252.jpg	RT @ SammyTellem : $T$ looks so beautiful biting into my college tuition	Rihanna
1637	0	62542.jpg	RT @ Cap Institute : ALERT : $T$ Is Helping Hide These Rapists From America They Could Be Next Door # tcot	Obama
1638	1	440621.jpg	# coffee ( at @ ZengoCycle in $T$ , DC w @ pamelaspunch ) https : t . co Bvmq66VLMI	Washington
1639	1	1402528.jpg	Millennium thriller now also in $T$ . Grab a copy in your kiosk ! # nordstedts @ SwedeninHR	Zagreb
1640	2	1448449.jpg	RT @ RJSzczerba : Love it ! - Evolution of the $T$ , 1951 - 1990	Volkswagen Beetle
1641	1	64536.jpg	RT @ USFWSRefuges : $T$ . Congrats , Melanie Arnett . Photo : Rinus Baak USFWS @ USFWSPacSWest	What penguins dream of
1642	2	64536.jpg	RT @ USFWSRefuges : What penguins dream of . Congrats , $T$ . Photo : Rinus Baak USFWS @ USFWSPacSWest	Melanie Arnett
1643	1	64536.jpg	RT @ USFWSRefuges : What penguins dream of . Congrats , Melanie Arnett . Photo : $T$ Baak USFWS @ USFWSPacSWest	Rinus
1644	1	94416.jpg	RT @ TVSecrets : $T$ then and now . I feel old .	Harry Potter
1645	1	119961.jpg	RT @ Now Thats Fresh : Straight outta $T$ RT @ wonderosa : What is the name of this mixtape ?	Princeton
1646	1	1684450.jpg	RT @ RepDianeBlack : Honored to speak at the inaugural @ NRA $T$ this morning in Nashville !	Youth Leadership Conference
1647	1	1684450.jpg	RT @ RepDianeBlack : Honored to speak at the inaugural @ NRA Youth Leadership Conference this morning in $T$ !	Nashville
1648	1	71004.jpg	RT @ KelenKeller38 : You can buy this newborn on $T$	iTunes
1649	1	33128.jpg	RT @ darryl1974 : $T$ , 1938 and 2015 .	Daily Mail
1650	0	74601.jpg	RT @ WORLDSTARC0MEDY : $T$ and Willow Einstein too advanced for us	Jaden Christ
1651	0	74601.jpg	RT @ WORLDSTARC0MEDY : Jaden Christ and $T$ too advanced for us	Willow Einstein
1652	1	546559.jpg	RT @ USATODAY : $T$ will host the 2016 Republican National Convention for the third time	Cleveland
1653	1	546559.jpg	RT @ USATODAY : Cleveland will host the 2016 $T$ for the third time	Republican National Convention
1654	2	525973.jpg	RT @ KeyAndPeele : Words of wisdom from $T$ . # PatriotsVSColts	Dante Pibb
1655	1	115039.jpg	RT @ Art4anyone : $T$ by Aslan malik # art # contemporaryart	Justice League Bills
1656	1	115039.jpg	RT @ Art4anyone : Justice League Bills by $T$ # art # contemporaryart	Aslan malik
1657	1	1083038.jpg	February we are at $T$	Littlecote house
1658	1	42018.jpg	$T$ asking Bradley again why he now says he supplied AH but claimed he never did before	Rankin
1659	0	42018.jpg	Rankin asking $T$ again why he now says he supplied AH but claimed he never did before	Bradley
1660	1	42018.jpg	Rankin asking Bradley again why he now says he supplied $T$ but claimed he never did before	AH
1661	1	74170.jpg	Headed home at the $T$ train station . # Sochi Photos :	Adler
1662	1	74170.jpg	Headed home at the Adler train station . $T$ Photos :	# Sochi
1663	2	22476.jpg	RT @ NCAA : $T$ takes the court for a game no one will soon forget . # PlayFor22	Lauren Hill
1664	1	296962.jpg	RT @ debra cothern : Beach glows like millions of stars at night - $T$	Maldives
1665	1	64914.jpg	RT @ mymodernmet : Ancient Underwater City Submerged in $T$ ' s Qiandao Lake	China
1666	1	64914.jpg	RT @ mymodernmet : Ancient Underwater City Submerged in China ' s $T$	Qiandao Lake
1667	1	750689.jpg	$T$ - the host city of 51st Europeade 2014 .	Kielce
1668	1	750689.jpg	Kielce - the host city of 51st $T$ 2014 .	Europeade
1669	2	71940.jpg	Final story from my $T$ trip : Water and farming in Arava desert . Cows , fish , dates , oh my !	Israel
1670	2	71940.jpg	Final story from my Israel trip : Water and farming in $T$ . Cows , fish , dates , oh my !	Arava desert
1671	2	1029553.jpg	# GemmaBovery : instead of yet another remake , $T$ , # Luchini , # Arterton create a replay . Sheer genius .	# Fontaine
1672	2	1029553.jpg	# GemmaBovery : instead of yet another remake , # Fontaine , $T$ , # Arterton create a replay . Sheer genius .	# Luchini
1673	2	1029553.jpg	# GemmaBovery : instead of yet another remake , # Fontaine , # Luchini , $T$ create a replay . Sheer genius .	# Arterton
1674	0	1104526.jpg	$T$ stil misjudges my music taste sometimes . Is there anyone who likes both Luke Vibert AND Britney Spears ?	Apple Music
1675	0	421386.jpg	NOW : Chopper over the $T$ near I - 17 amp Thomas . Reports of multiple people injured in a shooting .	La Quinta Inn
1676	0	421386.jpg	NOW : Chopper over the La Quinta Inn near $T$ amp Thomas . Reports of multiple people injured in a shooting .	I - 17
1677	0	421386.jpg	NOW : Chopper over the La Quinta Inn near I - 17 amp $T$ . Reports of multiple people injured in a shooting .	Thomas
1678	1	149529.jpg	RT @ MaggieCoughlan : $T$ has a flip phone .	Anna Wintour
1679	1	1009352.jpg	RT @ Planet EXO : Preview 150619 $T$ to BKK - Sehun ( cr IB )	ICN
1680	1	1009352.jpg	RT @ Planet EXO : Preview 150619 ICN to BKK - $T$ ( cr IB )	Sehun
1681	0	116272.jpg	Should have gone with my gut against $T$ # MarchMadness	Iowa State
1682	2	305730.jpg	RT @ JordanStrack : $T$ presented the check for winning the 2015 Marathon Classic .	Chella Choi
1683	1	305730.jpg	RT @ JordanStrack : Chella Choi presented the check for winning the 2015 $T$ .	Marathon Classic
1684	1	33024.jpg	RT @ PatrickMcGee : $T$ , quite the outlier for baby names .	London
1685	2	115546.jpg	Radio 4 newsreader $T$ looks nothing like how he sounds	Zeb Soanes
1686	2	36921.jpg	RT @ emmalbowkett : $T$ start to finish in 2 . 5 days . A new record . Cover by Helmut Newton . @ aisha zia	FT Weekend Magazine
1687	1	840380.jpg	Good days work done in $T$ . . . All set for my 8am start tomorrow @ Challenge Tour	Venice
1688	0	1742780.jpg	RT @ The New Age : $T$ was meant to be released on Sunday	Korkie
1689	1	399873.jpg	$T$ confirme sa candidature pour 2016 par @ ivancouronne # AFP	Hillary Clinton
1690	1	399873.jpg	Hillary Clinton confirme sa candidature pour 2016 par @ ivancouronne $T$	# AFP
1691	1	1300748.jpg	RT @ juliussharpe : Hi , I spent 3 , 000 so I could look like a dweeb when I went to $T$	Bulgaria
1692	2	116180.jpg	10 homes for sale that have us dreaming of the $T$ @ amNewYork	Bronx
1693	1	419401.jpg	RT @ DavidHallberg : $T$ interviewing Vasiliev on Saprtacus	Novikova
1694	1	419401.jpg	RT @ DavidHallberg : Novikova interviewing $T$ on Saprtacus	Vasiliev
1695	1	419401.jpg	RT @ DavidHallberg : Novikova interviewing Vasiliev on $T$	Saprtacus
1696	1	196723.jpg	RT @ Edina212 : This man is going to $T$ because of his clean social media use # EPSthink	Harvard
1697	1	604388.jpg	Talking # podcasting w @ ErikaPryor at the $T$ on 1 28 @ 7 : 30am . You in ?	# Columbus AMA
1698	2	116978.jpg	RT @ thehill : $T$ win turns up heat on GOP presidential field :	ObamaCare
1699	2	116978.jpg	RT @ thehill : ObamaCare win turns up heat on $T$ presidential field :	GOP
1700	1	70376.jpg	RT @ buffalobills : $T$ says a QB competition is coming . WATCH :	Matt Cassel
1701	0	441989.jpg	RT @ TEA5E : $T$ is bad af	Tianna
1702	2	715167.jpg	Practice for the $T$ play . # Easter # Hunter # family # preschool # school # play	Easter
1703	2	715167.jpg	Practice for the Easter play . $T$ # Hunter # family # preschool # school # play	# Easter
1704	1	451175.jpg	RT @ CauseWereGuys : $T$ throwing a 70 yard bomb straight to the hands	Mike Vick
1705	1	412568.jpg	$T$ tonight . Hope we see some	Victoria
1706	1	796007.jpg	RT @ OccupiedTaksim : Photo from $T$ , # Taksim , right now . # kobane	# Galatasaray square
1707	1	796007.jpg	RT @ OccupiedTaksim : Photo from # Galatasaray square , $T$ , right now . # kobane	# Taksim
1708	1	796007.jpg	RT @ OccupiedTaksim : Photo from # Galatasaray square , # Taksim , right now . $T$	# kobane
1709	1	71765.jpg	Icy waves at $T$ in today ' s blizzard . Snow photos :	North Avenue Beach
1710	1	1693629.jpg	The starting point of all achievement is desire . - $T$ . . .	Napolean Hill
1711	1	571683.jpg	RT @ SavageHumor : The 10 Commandments of the $T$	Aux Cord
1712	1	72695.jpg	RT @ estNATO : $T$ To Send # B - 52s To # Sweden for EX # BALTOPS	# US
1713	1	72695.jpg	RT @ estNATO : # US To Send # B - 52s To $T$ for EX # BALTOPS	# Sweden
1714	1	189641.jpg	RT @ Forbes : PHOTOS : Where to stay in $T$ :	Amsterdam
1715	1	71241.jpg	$T$ OJ Mayo and # Bulls Jimmy Butler face off in the first half	# Bucks
1716	1	71241.jpg	# Bucks $T$ and # Bulls Jimmy Butler face off in the first half	OJ Mayo
1717	1	71241.jpg	# Bucks OJ Mayo and $T$ Jimmy Butler face off in the first half	# Bulls
1718	1	71241.jpg	# Bucks OJ Mayo and # Bulls $T$ face off in the first half	Jimmy Butler
1719	0	117433.jpg	RT @ WSJ : The stock - market rout in $T$ is getting deeper as China worries persist	Asia
1720	0	117433.jpg	RT @ WSJ : The stock - market rout in Asia is getting deeper as $T$ worries persist	China
1721	1	1696192.jpg	Hehee RT @ masaku : Some planes have been diverted to $T$	Githurai
1722	1	427591.jpg	RT @ WSJ : As # Sochi2014 gets underway , $T$ rolls out a pro - gay rights doodle .	Google
1723	2	317066.jpg	RT @ victoiregarnier : $T$ had a great 8th Birthday Party @ hotelfootballuk Having @ GNev2 join in the fun made his day !	Alex
1724	1	15310.jpg	RT @ FoodTabloid : $T$	Pizza
1725	1	445423.jpg	RT @ xTabbyKatt : $T$ and Jared - Up in the Air photoshoot :	Shannon
1726	1	445423.jpg	RT @ xTabbyKatt : Shannon and $T$ - Up in the Air photoshoot :	Jared
1727	2	14724.jpg	One of my favorite $T$ songs # greatbeat	Kendrick Lamar
1728	1	1008498.jpg	RT @ allkpop : $T$ explains why he has no photos of himself in his home	G - Dragon
1729	1	72691.jpg	RT @ D Mitch : $T$ ( L ) class air - defence frigates of Chilean Navy # ArmadadeChile ( infographic )	Jacob van Heemskerck
1730	1	72691.jpg	RT @ D Mitch : Jacob van Heemskerck ( L ) class air - defence frigates of $T$ # ArmadadeChile ( infographic )	Chilean Navy
1731	1	787425.jpg	RT @ selenagomez : Performing $T$ on this years 4th of July special on @ NBC at 8pm EST # nbcjuly4	Slowdown
1732	1	787425.jpg	RT @ selenagomez : Performing Slowdown on this years 4th of July special on @ NBC at 8pm $T$ # nbcjuly4	EST
1733	1	12852.jpg	Imagine if 75 of $T$ villages had been flattened in past 5 years : that is the # CostofInaction @ WagingPeaceUK	British
1734	1	126234.jpg	RT @ DillFarms : First combine spotting in $T$ . # Corn was 17 . 5 . It has begun .	NWLA
1735	1	418080.jpg	Governor in $T$ for NCBankers Association gathering .	GSO
1736	1	418080.jpg	Governor in GSO for $T$ gathering .	NCBankers Association
1737	1	732768.jpg	$T$ and beer .	Zelda
1738	1	812538.jpg	I seem to remember $T$ flopping at the end of game which killed the # Rockets comeback . . .	Draymond Green
1739	0	812538.jpg	I seem to remember Draymond Green flopping at the end of game which killed the $T$ comeback . . .	# Rockets
1740	1	1145856.jpg	RT @ iBiebTeam : When Pattie listens to $T$	# PYD
1741	2	94118.jpg	A very young and handsome $T$ . # tcmparty	Stringer Davis
1742	1	1295342.jpg	$T$ weekend planned at Ski Ben Eoin , are you going ? Please share this will all your friends . # MeltdownOnTheMountain	Epic
1743	1	1295342.jpg	Epic weekend planned at $T$ , are you going ? Please share this will all your friends . # MeltdownOnTheMountain	Ski Ben Eoin
1744	2	73225.jpg	Levi ' s Stadium staff is well - dressed to host the $T$	# Bears
1745	1	117858.jpg	RT @ TheEconomist : How $T$ voted , state by state	# Brazil
1746	0	37887.jpg	RT @ EconBizFin : Why has a $T$ executive just been sent to prison ?	Korean Airlines
1747	1	20172.jpg	RT @ Bballforeverfb : $T$ squad	Air Jordan
1748	1	727447.jpg	Anthro of precious minerals workshop today at the $T$ . Crystal addition seems so fitting	Royal Ontario Museum
1749	1	71856.jpg	RT @ NLNavyNews : # OTD 1628 $T$ seized the Spanish Silver Fleet . An amount of silver to the value of 7 . 8 million was taken	Piet Heyn
1750	1	71856.jpg	RT @ NLNavyNews : # OTD 1628 Piet Heyn seized the $T$ . An amount of silver to the value of 7 . 8 million was taken	Spanish Silver Fleet
1751	1	1146480.jpg	rough night but Eli is OK ! Cruddy sounding amp up throughout night doing $T$ puffs , but playing with Dinos now	Albuterol
1752	1	638833.jpg	$T$ pledges its support to the President for the upcoming presidential election . # SriLanka	All Ceylon Muslim Congress
1753	2	1019987.jpg	Great teamwork ! gt gt RT @ SPECTrust @ SaferSurgery @ MercyShips working with $T$ to improve patient care .	Dolisie Hospital
1754	2	70480.jpg	RT @ Ecouterre : Here it is : H amp M ' s 2015 Conscious Exclusive line of eco - partywear , starring $T$	Olivia Wilde
1755	1	45399.jpg	RT @ DJJazzyJody : $T$ gets the news about his suspension being overruled .	Tom Brady
1756	1	71189.jpg	RT @ BuzzFeed : What The World Was Like The Last Time $T$ Ran For President	Hillary
1757	1	67380.jpg	RT @ IndyUSA : $T$ grand jury proceedings to remain a secret , New York Supreme Court justice rules	Eric Garner
1758	1	67380.jpg	RT @ IndyUSA : Eric Garner grand jury proceedings to remain a secret , $T$ justice rules	New York Supreme Court
1759	1	459056.jpg	RT @ ltsChuckBass : I am $T$	Serena
1760	1	122195.jpg	$T$ is at Green Planet Grocery in Fairmount tonight to talk CSA .	Early Morning Farm
1761	1	122195.jpg	Early Morning Farm is at $T$ in Fairmount tonight to talk CSA .	Green Planet Grocery
1762	1	122195.jpg	Early Morning Farm is at Green Planet Grocery in $T$ tonight to talk CSA .	Fairmount
1763	1	122195.jpg	Early Morning Farm is at Green Planet Grocery in Fairmount tonight to talk $T$ .	CSA
1764	1	13968.jpg	RT @ Grapeapplesauce : $T$ using non Apple technology	Graser
1765	1	13968.jpg	RT @ Grapeapplesauce : Graser using non $T$ technology	Apple
1766	1	638621.jpg	Massive crowd in $T$ , # Kurunegala District , awaiting the arrival of President Rajapaksa . # SriLanka	Hapahuwa
1767	2	638621.jpg	Massive crowd in Hapahuwa , # Kurunegala District , awaiting the arrival of $T$ . # SriLanka	President Rajapaksa
1768	1	21387.jpg	RT @ TheSpursZone : $T$ on Timmy , 2014 . @ aldridge 12	Aldridge
1769	1	21387.jpg	RT @ TheSpursZone : Aldridge on $T$ , 2014 . @ aldridge 12	Timmy
1770	0	706270.jpg	RT @ MikaelForssell : @ Joey7Barton $T$ is too cool for school !	Pirlo
1771	1	715610.jpg	Got this huge Orchid at $T$ for Jill . # orchid # Aldi	Aldi
1772	2	715610.jpg	Got this huge Orchid at Aldi for $T$ . # orchid # Aldi	Jill
1773	1	715610.jpg	Got this huge Orchid at Aldi for Jill . # orchid $T$	# Aldi
1774	1	62362.jpg	RT @ bidorbuyKenya : We can not solve our problems with the same level of thinking that created them $T$ # KideroGrass	Albert Einstein
1775	1	122565.jpg	@ kenchoy : Will be passing these $T$ swag out at G898 2015 . Stay tuned for details # WidePitch	# SWCA
1776	1	1114120.jpg	RT @ abqbiopark : Welcome our new # Jaguar ! The $T$ # BioParkZoo welcomes our newest family , Maya ! # zoo	# ABQ
1777	2	1114120.jpg	RT @ abqbiopark : Welcome our new # Jaguar ! The # ABQ # BioParkZoo welcomes our newest family , $T$ ! # zoo	Maya
1778	0	115136.jpg	@ FunkyDineva you scared me for a minute when I thought you meant this $T$ .	Forrest Tucker
1779	0	46284.jpg	RT @ verge : How Marvel will save us from more terrible $T$ movies	Spider - Man
1780	2	1042548.jpg	RT @ edutopia : In remembrance of $T$ F . Kennedy . What are your hopes and dreams for education ?	John
1781	1	71146.jpg	$T$ . # chapelhill # unc2015	James Michael McAdog
1782	2	630835.jpg	$T$ presentation complete . Now , community members like Wayne Moss are speaking in favor of clean energy , not coal .	IPL
1783	2	630835.jpg	IPL presentation complete . Now , community members like $T$ are speaking in favor of clean energy , not coal .	Wayne Moss
1784	2	1465103.jpg	RT @ ebzworldpeace : Looking good on $T$ right now @ BeatzMag @ YazBeatz well done on the new issue .	iPad
1785	1	72797.jpg	RT @ CuteEmergency : But first , $T$ take a selfie	Llama
1786	1	794787.jpg	Pro tip : make a point lt gt make things clearer MT @ KarlreMarks : diagram of geopolitical relationships in the $T$	Middle East
